ed, ɛd, bled, bred, fled, shed, sped, shred 
ead, dɛd, dead, head, lead, read, bread, dread, tread 
ead, iːd, read, bead, lead, mead, plead, knead
eal, iːl, deal, heal, meal, peal, seal, teal, veal, weal, zeal
eak, iːk, bleak, creak, freak, sneak, speak, streak, tweak, wreak 
eam, iːm, beam, seam, team, cream, dream, gleam, scream, stream
